WKT,fid,u,v,osmid,name,highway,oneway,reversed,length,lanes,ref,access,service,maxspeed,bridge,junction,tunnel,area,width,split_CYD
"LINESTRING (-81.9416665 26.5198196,-81.9411693 26.5202012,-81.940481 26.5207295)",209317,610746140,1738688763,"[581449825, 136256229]",McGregor Boulevard,secondary,True,False,155.4,2,FL 867,,,"['45 mph', '55 mph']",,,,,,0.0
"LINESTRING (-81.9416665 26.5198196,-81.9415993 26.5197846,-81.9414801 26.5197306,-81.9412799 26.5197662)",209318,610746140,1738688775,161919074,,service,False,False,41.337,,,,,,,,,,,0.0
"LINESTRING (-81.9482546 26.4940846,-81.947921 26.494062,-81.9468496 26.4939642,-81.9463024 26.4939258,-81.9458357 26.4939018,-81.9454334 26.493897,-81.9450042 26.493897,-81.9445212 26.4939017,-81.9439206 26.493921,-81.943604 26.4939247,-81.9429281 26.4939325,-81.9401923 26.493969,-81.9395593 26.4939786,-81.9390712 26.4939882,-81.9380841 26.4939987)",209357,612756460,612756710,"[48210116, 159482708, 11054557]",Summerlin Road,primary,True,False,1013.146,2,CR 869,,,50 mph,yes,,,,,0.0
"LINESTRING (-81.9482546 26.4940846,-81.9479439 26.4940506,-81.9475899 26.4939882,-81.947268 26.4939354,-81.9470159 26.4938922,-81.9467357 26.4938357,-81.9465267 26.49381,-81.946295 26.4937857,-81.9461095 26.4937694,-81.9456626 26.4937532,-81.9452166 26.4937547)",209358,612756460,7241782756,"[455896026, 455896027]",,primary_link,True,False,305.408,"['2', '1']",,,,,,,,,,14.25
"LINESTRING (-81.9432131 26.4937901,-81.943222 26.494177)",209359,612756462,98433805,455896029,San Carlos Boulevard,secondary,True,False,43.03,4,FL 865,,,45 mph,,,,,,29.75
"LINESTRING (-81.9432131 26.4937901,-81.9430919 26.4937885,-81.942792 26.4937818,-81.9424636 26.4937871,-81.9413261 26.4938015,-81.9408353 26.4938151,-81.9405539 26.493819,-81.9403264 26.4938298,-81.9400099 26.4938331,-81.9398561 26.493837)",209360,612756462,612756712,48210121,,primary_link,True,False,334.176,,,,,,,,,,,86.08333333333333
"LINESTRING (-81.9397052 26.4938484,-81.9393272 26.4938777,-81.9388177 26.4939139,-81.9383183 26.4939435,-81.9380841 26.4939987)",209361,612756480,612756710,883666218,,primary_link,True,False,162.532,,,,,,,,,,,20.333333333333332
"LINESTRING (-81.938123 26.4941195,-81.9382471 26.4940951,-81.939102 26.4940812,-81.9396869 26.4940733,-81.9403711 26.4940647,-81.9412932 26.4940528,-81.9420603 26.4940405,-81.9429637 26.4940267,-81.9436094 26.4940208,-81.9437658 26.4940172,-81.9442798 26.4940098,-81.9448283 26.4939998,-81.9454674 26.4940019,-81.945852 26.494014,-81.9462801 26.4940378,-81.9467936 26.4940812,-81.9482751 26.4942089)",209362,612756708,98576234,"[11054531, 48210123, 159482726]",Summerlin Road,primary,True,False,1011.712,2,CR 869,,,"['50 mph', '55 mph']",yes,,,,,0.0
"LINESTRING (-81.938123 26.4941195,-81.9383151 26.4941509,-81.9393501 26.4941803,-81.9396952 26.4942057,-81.9398275 26.4942043,-81.9403425 26.4942187,-81.940879 26.4942139,-81.9430768 26.4941793,-81.943222 26.494177)",209363,612756708,98433805,"[455896024, 455896023]",,primary_link,True,False,507.987,3,,,,,,,,,,15.0
"LINESTRING (-81.9380841 26.4939987,-81.936162 26.494019,-81.9353014 26.4940296,-81.935269 26.49403,-81.935085 26.494021)",209364,612756710,681210552,581779264,Summerlin Road,primary,True,False,298.513,3,CR 869,,,50 mph,,,,,,0.0
"LINESTRING (-81.9398561 26.493837,-81.9397052 26.4938484)",209365,612756712,612756480,883666218,,primary_link,True,False,15.071,,,,,,,,,,,91.66666666666666
"LINESTRING (-81.9398561 26.493837,-81.9398415 26.4937916,-81.93982 26.493679,-81.939818 26.493398,-81.939775 26.493333)",209366,612756712,98427941,11040487,Summerlin Ridge Drive,residential,True,False,57.6,,,,,,,,,,,71.33333333333333
"LINESTRING (-81.951448 26.494098,-81.9514522 26.4942715)",209397,681210541,98295412,288300277,Kelly Cove Drive,residential,False,True,19.297,,,,,,,,,,,0.0
"LINESTRING (-81.951448 26.494098,-81.95126 26.494101,-81.949477 26.494126,-81.948954 26.494118,-81.948468 26.494099,-81.9482546 26.4940846)",209398,681210541,612756460,775048868,Summerlin Road,primary,True,False,317.937,4,CR 869,,,55 mph,,,,,,0.0
"LINESTRING (-81.935095 26.494207,-81.935085 26.494021)",209399,681210551,681210552,881592128,Pine Ridge Road,tertiary,False,False,20.706,2,,,,,,,,,,0.0
"LINESTRING (-81.935095 26.494207,-81.9353042 26.4942039,-81.9359788 26.4941941)",209400,681210551,6968725772,159482720,Summerlin Road,primary,True,False,87.965,3,CR 869,,,50 mph,,,,,,0.0
"LINESTRING (-81.935095 26.494207,-81.9350973 26.4943274,-81.935108 26.494639,-81.935097 26.495069,-81.9351091 26.4953073)",209401,681210551,1843518858,749766601,Pine Ridge Road,tertiary,False,True,122.406,2,,,,,,,,,,0.0
"LINESTRING (-81.935085 26.494021,-81.935095 26.494207)",209402,681210552,681210551,881592128,Pine Ridge Road,tertiary,False,True,20.706,2,,,,,,,,,,0.0
"LINESTRING (-81.935085 26.494021,-81.93475 26.494023,-81.9345547 26.4940293)",209403,681210552,5755950542,775048869,Summerlin Road,primary,True,False,52.787,3,CR 869,,,50 mph,,,,,,0.0
"LINESTRING (-81.935085 26.494021,-81.9350816 26.4939296,-81.9350713 26.493648)",209404,681210552,5755950546,881592129,Pine Ridge Road,tertiary,False,False,41.498,2,,,,,,,,,,0.0
"LINESTRING (-81.93531 26.501842,-81.9352964 26.5014324)",209405,681210558,1843582323,749766601,Pine Ridge Road,tertiary,False,False,45.566,2,,,,,,,,,,105.775
"LINESTRING (-81.93531 26.501842,-81.935364 26.503592)",209406,681210558,681210561,749766601,Pine Ridge Road,tertiary,False,True,194.666,2,,,,,,,,,,71.04166666666666
"LINESTRING (-81.93531 26.501842,-81.9354253 26.5018476,-81.935457 26.501849)",209407,681210558,98354483,11035468,Tricia Lane,residential,False,True,14.648,,,private,,,,,,,,26.541666666666664
"LINESTRING (-81.93531 26.501842,-81.9352397 26.5018309,-81.9350294 26.5018359,-81.9338049 26.5018532,-81.9332982 26.5018589,-81.9327831 26.5018786,-81.9323539 26.5018861,-81.9319385 26.5018917,-81.931822 26.5018993,-81.9316846 26.5019115,-81.9315524 26.5019453)",209408,681210558,8292112681,892131798,,service,False,False,374.74,,,private,,,,,,,,12.375
"LINESTRING (-81.935392 26.504486,-81.935569 26.504482)",209409,681210559,98064744,11042114,Stardust Drive,residential,False,False,17.619,,,,,,,,,,,0.0
"LINESTRING (-81.935392 26.504486,-81.935367 26.503683)",209410,681210559,681210560,749766601,Pine Ridge Road,tertiary,False,False,89.324,2,,,,,,,,,,0.0
"LINESTRING (-81.935392 26.504486,-81.9353951 26.5046378)",209411,681210559,7114096698,749766601,Pine Ridge Road,tertiary,False,True,16.882,2,,,,,,,,,,28.166666666666668
"LINESTRING (-81.935367 26.503683,-81.935364 26.503592)",209412,681210560,681210561,749766601,Pine Ridge Road,tertiary,False,False,10.123,2,,,,,,,,,,58.666666666666664
"LINESTRING (-81.935367 26.503683,-81.935392 26.504486)",209413,681210560,681210559,749766601,Pine Ridge Road,tertiary,False,True,89.324,2,,,,,,,,,,0.0
"LINESTRING (-81.935367 26.503683,-81.9354874 26.503679,-81.935519 26.503678)",209414,681210560,98354469,815813228,Derwent Boulevard,residential,False,True,15.135,,,private,,,,,,,,28.333333333333332
"LINESTRING (-81.935364 26.503592,-81.93531 26.501842)",209415,681210561,681210558,749766601,Pine Ridge Road,tertiary,False,False,194.666,2,,,,,,,,,,71.04166666666666
"LINESTRING (-81.935364 26.503592,-81.935367 26.503683)",209416,681210561,681210560,749766601,Pine Ridge Road,tertiary,False,True,10.123,2,,,,,,,,,,58.666666666666664
"LINESTRING (-81.935364 26.503592,-81.935062 26.503603,-81.9346786 26.5036085)",209417,681210561,7603010684,11037238,Old South Way,residential,False,False,68.234,,,,,,,,,,,78.33333333333333
"LINESTRING (-81.935439 26.506029,-81.9354143 26.5052873)",209418,681210563,7942164575,749766601,Pine Ridge Road,tertiary,False,False,82.51,2,,,,,,,,,,88.16666666666667
"LINESTRING (-81.935439 26.506029,-81.9354549 26.5065254)",209419,681210563,7256968416,749766601,Pine Ridge Road,tertiary,False,True,55.22,2,,,,,,,,,,20.666666666666668
"LINESTRING (-81.935439 26.506029,-81.935528 26.506021,-81.935855 26.506011)",209420,681210563,98115398,11015319,Bombay Lane,residential,False,False,41.459,,,,,,,,,,,57.66666666666667
"LINESTRING (-81.935546 26.508973,-81.9351992 26.5089751)",209421,681210565,7305956854,173570260,Kelly Road,residential,False,True,34.509,,,,,,,,,,,49.70833333333333
"LINESTRING (-81.935546 26.508973,-81.9355727 26.5098549)",209422,681210565,7114075067,749766601,Pine Ridge Road,tertiary,False,True,98.099,2,,,,,,,,,,82.375
"LINESTRING (-81.935546 26.508973,-81.9356124 26.5089721,-81.936923 26.5089534)",209423,681210565,7229435722,11024239,Kelly Road,tertiary,False,True,137.035,2,,,,35 mph,,,,,,252.20833333333334
"LINESTRING (-81.935546 26.508973,-81.9355425 26.5089063,-81.935514 26.508368,-81.9354956 26.5077954)",209424,681210565,7114096695,749766601,Pine Ridge Road,tertiary,False,False,131.045,2,,,,,,,,,,76.20833333333334
"LINESTRING (-81.935617 26.511321,-81.9356026 26.5108438)",209425,681210566,8273189775,749766601,Pine Ridge Road,tertiary,False,False,53.082,2,,,,,,,,,,478.83333333333337
"LINESTRING (-81.935617 26.511321,-81.935644 26.512353)",209426,681210566,681210567,749766601,Pine Ridge Road,tertiary,False,True,114.785,2,,,,,,,,,,260.1666666666667
"LINESTRING (-81.935617 26.511321,-81.935393 26.511327,-81.935314 26.511307,-81.935063 26.511305,-81.9340011 26.5113213)",209427,681210566,10560672207,11011094,Leeco Court,residential,False,False,161.121,,,,,,,,,,,257.6666666666667
"LINESTRING (-81.935644 26.512353,-81.935431 26.5123571)",209428,681210567,8273189779,11044827,Lee Mar Lake Court,residential,False,False,21.199,,,,,,,,,,,22.666666666666668
"LINESTRING (-81.935644 26.512353,-81.935617 26.511321)",209429,681210567,681210566,749766601,Pine Ridge Road,tertiary,False,False,114.785,2,,,,,,,,,,260.1666666666667
"LINESTRING (-81.935644 26.512353,-81.9356557 26.512782)",209430,681210567,4934727245,749766601,Pine Ridge Road,tertiary,False,True,47.717,2,,,,,,,,,,22.666666666666668
"LINESTRING (-81.9358 26.518078,-81.9358015 26.5179593,-81.9357801 26.5172502)",209431,681210570,7011157975,84967126,Pine Ridge Road,tertiary,False,False,92.077,2,,,,,,,,,,0.0
"LINESTRING (-81.9358 26.518078,-81.935802 26.518143,-81.935804 26.5182)",209432,681210570,681210572,84967126,Pine Ridge Road,tertiary,False,True,13.571,2,,,,,,,,,,0.0
"LINESTRING (-81.9358 26.518078,-81.9356723 26.5180799,-81.9348207 26.5180922)",209433,681210570,7244233477,136256210,Gladiolus Drive,primary,True,False,97.449,2,CR 865,,,,,,,,,0.0
"LINESTRING (-81.935804 26.5182,-81.935802 26.518143,-81.9358 26.518078)",209434,681210572,681210570,84967126,Pine Ridge Road,tertiary,False,False,13.571,2,,,,,,,,,,0.0
"LINESTRING (-81.935804 26.5182,-81.9358063 26.5183007,-81.9358447 26.5200137)",209435,681210572,5662570123,84967126,Pine Ridge Road,tertiary,False,True,201.715,2,,,,,,,,,,0.0
"LINESTRING (-81.935804 26.5182,-81.9359373 26.5181986,-81.9363789 26.518204,-81.936609 26.5181987,-81.9367505 26.518188)",209436,681210572,98287563,164026318,Gladiolus Drive,primary,True,False,94.237,2,CR 865,,,,,,,,,0.0
"LINESTRING (-81.936229 26.524264,-81.936347 26.524171)",209437,681210576,681210577,581449815,McGregor Boulevard,secondary,True,False,15.645,3,FL 867,,,55 mph,,,,,,0.0
"LINESTRING (-81.936229 26.524264,-81.936285 26.524318,-81.936389 26.52443,-81.936481 26.52455,-81.936518 26.52461,-81.936558 26.524698,-81.936614 26.524869,-81.9366497 26.5250118,-81.9366778 26.5251241,-81.936776 26.525517,-81.936825 26.525696,-81.936887 26.525886,-81.937056 26.526308,-81.937222 26.526635,-81.937309 26.526784,-81.937605 26.527224,-81.937643 26.527295,-81.937674 26.527368,-81.937692 26.527434,-81.937702 26.527503,-81.937713 26.527647)",209438,681210576,98242591,"[84967094, 1177165125, 1177165126]",Vista River Drive,residential,True,False,409.252,,,,,,,,,,,0.0
"LINESTRING (-81.936347 26.524171,-81.936134 26.524109)",209439,681210577,98161830,11019335,Pine Ridge Road,tertiary,True,False,22.285,1,,,,,,,,,,46.0
"LINESTRING (-81.936347 26.524171,-81.937671 26.523127,-81.938774 26.52228,-81.9397114 26.5215613)",209440,681210577,1738688777,581449827,McGregor Boulevard,secondary,True,False,443.015,2,FL 867,,,55 mph,,,,,,0.0
"LINESTRING (-81.931761 26.528076,-81.9315892 26.5279873)",209441,681210585,98062261,11010913,Mahoe Court,residential,False,False,19.734,,,,,,,,,,,135.5
"LINESTRING (-81.931761 26.528076,-81.9336593 26.5264193)",209442,681210585,1869923924,581449819,McGregor Boulevard,secondary,True,False,263.825,2,FL 867,,,55 mph,,,,,,198.33333333333334
"LINESTRING (-81.931761 26.528076,-81.931842 26.528164,-81.93189 26.528279,-81.931917 26.5284,-81.931938 26.529229)",209443,681210585,98215994,11024104,Griffin Boulevard,residential,False,True,132.25,,,,,,,,,,,243.16666666666669
"LINESTRING (-81.9204923 26.4364172,-81.9202009 26.4367584,-81.9201807 26.4367821,-81.9201433 26.4368258)",209472,1387614715,1387614719,124772921,,service,False,False,57.199,,,,parking_aisle,,,,,,,21.666666666666668
"LINESTRING (-81.9204923 26.4364172,-81.9205701 26.436476,-81.9205897 26.4364909,-81.9204949 26.4367077,-81.9204357 26.4368433,-81.9204106 26.4369006,-81.9202585 26.4368581,-81.9201433 26.4368258)",209473,1387614715,1387614719,"[124772924, 606412709, 606412711]",,service,False,True,89.502,,,,parking_aisle,,,,,,,21.666666666666668
"LINESTRING (-81.9204923 26.4364172,-81.9204323 26.4363717,-81.9203452 26.4363058)",209474,1387614715,98309788,606412711,,service,False,False,19.183,,,,parking_aisle,,,,,,,199.83333333333331
"LINESTRING (-81.9200469 26.4367699,-81.9201433 26.4368258)",209475,1387614718,1387614719,124772924,,service,False,False,11.435,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.9200469 26.4367699,-81.9199871 26.4367352)",209476,1387614718,98309790,124772924,,service,False,True,7.095,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.9200469 26.4367699,-81.9199932 26.4368989,-81.9199667 26.4369626,-81.9198366 26.4372752,-81.9197865 26.4373956,-81.9197463 26.4374922,-81.9195858 26.437361,-81.919509 26.4372983)",209477,1387614718,98309793,"[606412712, 606412710]",,service,False,False,117.698,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.9201433 26.4368258,-81.9200469 26.4367699)",209478,1387614719,1387614718,124772924,,service,False,True,11.435,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.9201433 26.4368258,-81.9201807 26.4367821,-81.9202009 26.4367584,-81.9204923 26.4364172)",209479,1387614719,1387614715,124772921,,service,False,True,57.199,,,,parking_aisle,,,,,,,21.666666666666668
"LINESTRING (-81.9201433 26.4368258,-81.9202585 26.4368581,-81.9204106 26.4369006,-81.9204357 26.4368433,-81.9204949 26.4367077,-81.9205897 26.4364909,-81.9205701 26.436476,-81.9204923 26.4364172)",209480,1387614719,1387614715,"[124772924, 606412709, 606412711]",,service,False,False,89.502,,,,parking_aisle,,,,,,,21.666666666666668
"LINESTRING (-81.9197204 26.4387061,-81.9200389 26.4380049,-81.9195584 26.4376506)",209481,1387614737,98309801,124772923,,service,False,True,146.147,,,,parking_aisle,,,,,,,0.0
"LINESTRING (-81.9501746 26.450419,-81.9500751 26.450686)",209507,1412670504,98513467,11041062,Alva Drive,unclassified,False,True,31.298,,,,,,,,,,,0.0
"LINESTRING (-81.9509314 26.4506541,-81.9508335 26.450926,-81.9507554 26.4511429,-81.9507369 26.4511943,-81.950711 26.4512661,-81.9506812 26.4513488,-81.9506631 26.4513992)",209508,1412670505,98272654,11045437,Avenue C,unclassified,False,True,87.052,,,,,,,,,,,0.0
"LINESTRING (-81.9392773 26.5147799,-81.9392913 26.5148133,-81.9393114 26.5148358,-81.9393447 26.5148553,-81.9393911 26.5148637,-81.9394302 26.5148571,-81.9394651 26.5148386,-81.9394902 26.5148109,-81.9395019 26.5147864,-81.9395044 26.514755)",209539,1583988126,1873518246,176870350,Ocean Walk Circle,residential,True,False,34.263,,,,,,,roundabout,,,,47.75
"LINESTRING (-81.9392773 26.5147799,-81.9391317 26.5147673,-81.9390681 26.5147886,-81.9386926 26.5151222,-81.9385779 26.5152329,-81.9384437 26.5153625,-81.9383364 26.5155138,-81.9382824 26.515654)",209540,1583988126,8288176865,176870366,Ocean Walk Circle,residential,False,True,146.807,,,,,,,,,,,47.75
"LINESTRING (-81.9394437 26.5146691,-81.9394174 26.5146615,-81.9393929 26.5146585,-81.9393535 26.5146638)",209541,1583988135,1873518881,176870350,Ocean Walk Circle,residential,True,False,9.174,,,,,,,roundabout,,,,0.0
"LINESTRING (-81.9394437 26.5146691,-81.9394505 26.514629,-81.9394513 26.5145943,-81.9394438 26.5145579,-81.9394292 26.5145294,-81.9393825 26.5144793,-81.9393584 26.5144584,-81.9393275 26.5144337,-81.9392981 26.5143984,-81.9392749 26.5143583)",209542,1583988135,1583988165,176870354,Ocean Walk Circle,residential,True,False,40.603,,,,,,,,,,,0.0
"LINESTRING (-81.9400799 26.5158593,-81.9399404 26.5155605,-81.9398633 26.5154915)",209543,1583988156,7134931212,144916950,Ocean Walk Lane,residential,False,True,46.858,,,,,,,,,,,0.0
"LINESTRING (-81.9400799 26.5158593,-81.939754 26.5159817,-81.9396623 26.5160296)",209544,1583988156,7848313466,176870366,Ocean Walk Circle,residential,False,False,45.732,,,,,,,,,,,45.666666666666664
"LINESTRING (-81.9400799 26.5158593,-81.9404084 26.5157849,-81.9410127 26.5157774,-81.9410897 26.5157513,-81.9411281 26.5157186,-81.9411185 26.5153772)",209545,1583988156,7278755279,176870366,Ocean Walk Circle,residential,False,True,145.29,,,,,,,,,,,9.666666666666666
"LINESTRING (-81.9392749 26.5143583,-81.9391816 26.5144412)",209546,1583988165,98418457,11039660,Beachwalk Boulevard,residential,False,False,13.083,,,,,,,,,,,0.2
"LINESTRING (-81.9392749 26.5143583,-81.939756 26.513921,-81.940112 26.513597,-81.940641 26.513115,-81.940958 26.512831,-81.9410339 26.5127598)",209547,1583988165,98225591,11039660,Beachwalk Boulevard,residential,False,True,249.452,,,,,,,,,,,0.0
"LINESTRING (-81.9412332 26.513289,-81.9413346 26.5134505,-81.9413396 26.513648,-81.9413441 26.5137934)",209548,1583988174,7222318798,176870366,Ocean Walk Circle,residential,False,False,58.739,,,,,,,,,,,10.166666666666666
"LINESTRING (-81.9412332 26.513289,-81.9410986 26.5132297,-81.9409972 26.513218,-81.9409095 26.5132237,-81.9408376 26.5132468,-81.9404594 26.5135636,-81.9403159 26.513644,-81.9401912 26.5137568,-81.9401 26.513908,-81.9398523 26.5141257)",209549,1583988174,7174289360,176870366,Ocean Walk Circle,residential,False,True,181.137,,,,,,,,,,,10.166666666666666
"LINESTRING (-81.9412332 26.513289,-81.9412587 26.5132432,-81.9412757 26.5132128,-81.9413398 26.5131165)",209550,1583988174,7011225577,749775137,,service,False,False,21.934,,,,,,,,,,,10.166666666666666
"LINESTRING (-81.9710106 26.4973202,-81.970595 26.497637)",209591,1717562393,98068920,159638479,McGregor Boulevard,primary,False,False,54.327,4,CR 867,,,45 mph,,,,,,372.8333333333333
"LINESTRING (-81.9710106 26.4973202,-81.97131 26.497092)",209592,1717562393,98189005,159638480,McGregor Boulevard,primary,False,True,39.136,4,CR 867,,,45 mph,,,,,,28.166666666666668
"LINESTRING (-81.9710106 26.4973202,-81.9711593 26.4974636)",209593,1717562393,8407929799,905384730,,service,False,False,21.754,,,,,,,,,,,56.0
